Name,Team,Season,Age,W,L,IP,WAR,ERA,xERA,FIP,xFIP,AVG,WHIP,BABIP,K%,BB%,LOB%,LD%,GB%,FB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Barrel%,K/9,BB/9,K/BB,HR/9,GB/FB,HR/FB,EV,LA,,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc)
Jacob Webb,BAL,2024,30,2,5,56.2,0.6,3.02,3.46,3.52,4.31,0.191,1.18,0.245,24%,11%,72%,23%,34%,43%,40%,32%,28%,22%,48%,30%,8%,9.2,4.3,2.1,0.6,0.8,0.1,87.4,17.7,,44%,,,,,,0.28051392,,,,28%,,,,93.5,,,,,,82.8,,,,84.3,,,-6.38,,,,,,6.64,,,,-11.08,,,9.41,,,,,,-0.74,,,,5.61,,,-0.05,,,,,,1.90,,,,4.78,,
Shota Imanaga,CHC,2024,30,15,3,173.1,3,2.91,3.46,3.72,3.62,0.225,1.02,0.264,25%,4%,80%,17%,37%,45%,45%,33%,22%,17%,53%,31%,9%,9,1.5,6.2,1.4,0.8,0.1,88.6,17.8,,52%,,0%,31%,,2%,0.07692308,3%,0%,,4%,,,,91.7,,89.8,82.9,,88.7,81.6,72.7,53.9,,81.6,,,6.66,,0.99,6.56,,9.13,-4.59,-4.41,-4.85,,7.34,,,10.47,,7.79,3.94,,5.28,1.88,-7.66,-4.70,,5.58,,,4.80,,-0.76,11.03,,0.41,0.28,-0.50,-0.77,,0.48,,
Declan Cronin,MIA,2024,26,3,4,70.1,1.3,4.35,3.49,2.58,3.43,0.272,1.42,0.365,24%,8%,62%,19%,58%,24%,38%,36%,26%,14%,53%,33%,5%,9.2,3.2,2.9,0.1,2.4,0,89.5,1.6,,7%,,,,,41%,0.52094718,,,,0%,,,,93.9,,,,,93.4,87.0,,,,95.9,,,-6.00,,,,,-7.69,2.53,,,,-9.65,,,7.65,,,,,1.30,-0.92,,,,3.57,,,2.32,,,,,-1.16,2.25,,,,-0.06,,
Jack Flaherty,LAD,2024,28,13,7,162,3.2,3.17,3.51,3.48,3,0.222,1.07,0.285,30%,6%,81%,23%,40%,38%,44%,34%,22%,16%,54%,30%,8%,10.8,2.1,5.1,1.3,1,0.2,88.4,14,,44%,,,,,2%,0.29038536,,22%,,3%,,,,93.3,,,,,90.6,84.7,,77.4,,85.7,,,-3.00,,,,,-7.04,3.07,,6.83,,-7.48,,,8.91,,,,,5.15,1.38,,-4.94,,3.02,,,5.62,,,,,-2.98,0.14,,12.26,,-0.39,,
Cristopher Sánchez,PHI,2024,27,11,9,181.2,4.7,3.32,3.51,3,3.19,0.256,1.24,0.313,20%,6%,71%,21%,57%,21%,42%,37%,21%,18%,54%,29%,5%,7.6,2.2,3.5,0.5,2.7,0.1,87.4,2.4,,,,0%,,,47%,0.16875223,,,,36%,,,,,,86.5,,,94.5,84.4,,,,85.1,,,,,1.53,,,10.71,0.05,,,,10.79,,,,,2.86,,,4.74,-1.49,,,,0.73,,,,,0.08,,,-7.24,3.06,,,,15.52,,
José Buttó,NYM,2024,26,7,3,74,1,2.55,3.51,3.83,4.2,0.163,1.07,0.211,27%,13%,83%,18%,42%,41%,40%,35%,24%,14%,55%,31%,8%,9.6,4.6,2.1,0.7,1,0.1,88.7,15.9,,32%,,,,,23%,0.23486088,,,,22%,,,,94.2,,,,,93.5,84.0,,,,87.1,,,-3.58,,,,,-9.40,3.51,,,,-5.77,,,8.74,,,,,5.75,-0.89,,,,1.79,,,8.23,,,,,3.95,3.28,,,,0.16,,
Reese Olson,DET,2024,24,4,8,112.1,2.4,3.53,3.51,3.17,3.72,0.234,1.18,0.291,22%,7%,68%,18%,51%,31%,46%,32%,21%,13%,57%,31%,6%,8.1,2.6,3.1,0.6,1.6,0.1,90.2,8.9,,23%,,,,,20%,0.27792768,6%,,,22%,,,,94.2,,,,,94.2,84.8,79.0,,,86.5,,,-6.54,,,,,-9.78,2.31,4.76,,,-8.44,,,8.55,,,,,5.41,-0.90,-7.15,,,0.88,,,-1.68,,,,,7.01,10.72,-3.72,,,-0.21,,
Michael King,SDP,2024,29,13,9,173.2,3.9,2.95,3.54,3.33,3.5,0.22,1.19,0.29,28%,9%,75%,23%,40%,37%,43%,34%,23%,20%,53%,26%,6%,10.4,3.3,3.2,0.9,1.1,0.1,85.7,13.8,,24%,,,,,28%,0.23350604,,,,25%,,,,93.7,,,,,92.9,82.9,,,,86.7,,,-4.27,,,,,-10.32,5.98,,,,-10.85,,,8.64,,,,,3.37,1.74,,,,3.02,,,-1.04,,,,,5.45,-1.25,,,,11.45,,
Sean Hjelle,SFG,2024,27,3,4,80.2,0.3,3.9,3.54,3.63,3.01,0.264,1.21,0.318,22%,4%,74%,19%,59%,22%,37%,35%,28%,17%,54%,29%,5%,8.4,1.6,5.4,1.1,2.7,0.2,88.7,2.3,,0%,,11%,,,55%,,,34%,,,,,,92.9,,92.2,,,94.6,,,85.8,,,,,5.80,,-2.57,,,-9.30,,,1.31,,,,,10.27,,4.88,,,2.81,,,-0.91,,,,,0.09,,-0.88,,,4.12,,,0.80,,,,
Huascar Brazobán,NYM,2024,34,1,3,51.2,0.6,3.83,3.57,3.32,4.08,0.201,1.22,0.265,24%,12%,63%,23%,46%,31%,49%,33%,18%,26%,54%,20%,4%,8.9,4.4,2,0.3,1.5,0,82.3,10.4,,22%,,25%,,,25%,,,,,29%,,,,96.6,,89.1,,,96.2,,,,,90.3,,,-5.87,,-1.16,,,-10.28,,,,,-9.03,,,8.21,,4.41,,,4.59,,,,,1.29,,,2.79,,3.82,,,-2.80,,,,,3.85,,
Hunter Strickland,LAA,2024,35,3,2,73.1,0.3,3.31,3.57,4.45,4.88,0.209,1.09,0.229,19%,8%,75%,13%,36%,51%,43%,35%,22%,18%,53%,29%,9%,7,2.9,2.4,1.2,0.7,0.1,88.9,21.7,,32%,,11%,,,9%,0.41745895,,,,6%,,,,94.2,,85.3,,,92.6,83.6,,,,88.1,,,-5.53,,2.44,,,-9.80,6.90,,,,-8.92,,,8.84,,-0.43,,,3.17,1.93,,,,4.82,,,1.60,,0.14,,,-1.39,6.66,,,,1.61,,
José Leclerc,TEX,2024,30,6,5,66.2,0.8,4.32,3.57,3.48,3.66,0.222,1.32,0.314,31%,11%,72%,22%,35%,43%,44%,34%,22%,17%,54%,29%,7%,12,4.3,2.8,0.9,0.8,0.1,87.4,18,,35%,,16%,,,7%,0.3225539,,,,10%,,,,95.3,,90.2,,,95.0,82.0,,,,88.2,,,-1.93,,2.17,,,-7.72,4.56,,,,-7.37,,,10.13,,4.00,,,6.40,2.57,,,,7.35,,,2.06,,-0.49,,,1.29,1.66,,,,-1.88,,
Shane Baz,TBR,2024,25,4,3,79.1,1.1,3.06,3.57,4.07,4.39,0.198,1.06,0.229,22%,8%,80%,18%,39%,43%,40%,33%,27%,14%,52%,34%,7%,7.8,3.1,2.6,1,0.9,0.1,90.5,18.1,,48%,,,,,,0.21310116,20%,,,10%,,,,95.6,,,,,,87.3,83.6,,,88.1,,,-6.38,,,,,,0.53,3.79,,,-8.75,,,10.24,,,,,,2.26,-7.28,,,5.39,,,4.66,,,,,,-0.22,4.23,,,3.57,,
Ryan Fernandez,STL,2024,26,1,6,66.2,0.8,3.51,3.57,3.35,3.9,0.231,1.35,0.307,25%,11%,72%,24%,43%,33%,44%,34%,21%,11%,59%,31%,7%,9.6,4.3,2.2,0.5,1.3,0.1,89,10.4,,40%,,10%,,,1%,0.48110831,,,,,,,,95.5,,90.1,,,95.6,87.3,,,,,,,-4.51,,0.77,,,-7.58,1.09,,,,,,,9.66,,5.29,,,9.34,1.55,,,,,,,-0.27,,0.13,,,0.23,6.50,,,,,,
Luis García,- - -,2024,37,5,1,59,0.3,4.88,3.59,4.05,3.62,0.258,1.29,0.303,21%,6%,63%,21%,50%,28%,48%,31%,22%,14%,51%,35%,7%,8.1,2.3,3.5,1.2,1.8,0.2,88.7,6.3,,6%,,2%,19%,,52%,0.21158129,,,,,,,,96.0,,88.2,87.1,,96.4,82.0,,,,,,,-4.09,,0.28,-5.97,,-8.55,4.87,,,,,,,8.50,,2.21,3.19,,6.70,1.05,,,,,,,-0.44,,-0.17,-2.27,,1.58,-0.02,,,,,,
Andrew Chafin,TEX,2024,34,4,3,56.1,0.4,3.51,3.59,3.54,3.94,0.243,1.47,0.338,28%,13%,75%,24%,36%,40%,31%,44%,25%,15%,60%,26%,6%,11.2,5,2.3,0.8,0.9,0.1,88.5,15,,17%,,,,,38%,0.45811789,,,,,,,,91.7,,,,,91.7,82.1,,,,,,,5.58,,,,,8.91,0.10,,,,,,,9.72,,,,,7.87,-1.10,,,,,,,2.33,,,,,-3.94,6.11,,,,,,
Gerrit Cole,NYY,2024,33,8,5,95,1.8,3.41,3.59,3.69,3.99,0.22,1.13,0.273,25%,7%,77%,17%,39%,44%,37%,34%,29%,18%,49%,33%,7%,9.4,2.7,3.4,1,0.9,0.1,89.7,17,,46%,,16%,,,0%,0.14602347,,19%,,4%,,,,95.9,,91.4,,,93.7,88.2,,82.5,,88.2,,,-4.55,,1.15,,,-8.51,2.35,,4.37,,-7.10,,,10.28,,5.17,,,9.12,1.14,,-8.26,,6.34,,,4.95,,-1.75,,,0.52,2.79,,6.74,,-2.20,,
Jorge López,CHC,2024,31,2,3,53,0.2,2.89,3.59,3.94,3.95,0.235,1.23,0.286,23%,9%,82%,13%,51%,36%,36%,35%,29%,18%,50%,32%,8%,8.5,3.2,2.6,1,1.4,0.1,88.7,9.1,,20%,,,,,36%,0.18523154,,13%,,12%,,,,95.6,,,,,95.5,86.6,,83.0,,87.5,,,-6.78,,,,,-10.30,3.41,,4.23,,-9.53,,,8.07,,,,,5.05,1.56,,-6.00,,1.80,,,2.48,,,,,-1.22,4.02,,-3.29,,3.34,,
Nick Pivetta,BOS,2024,31,6,12,145.2,2,4.14,3.59,4.07,3.5,0.229,1.13,0.279,29%,6%,76%,18%,34%,48%,42%,34%,24%,14%,48%,38%,10%,10.6,2.2,4.8,1.7,0.7,0.2,89.4,19.4,,49%,,6%,,,,0.29145729,16%,,,,,,,93.9,,88.3,,,,82.6,80.0,,,,,,-2.73,,2.07,,,,6.43,3.98,,,,,,11.83,,4.30,,,,2.07,-8.32,,,,,,8.53,,-6.57,,,,-0.72,2.36,,,,,
Ranger Suárez,PHI,2024,28,12,8,150.2,3.5,3.46,3.59,3.37,3.26,0.241,1.2,0.299,23%,7%,74%,22%,52%,26%,46%,35%,19%,15%,56%,28%,5%,8.7,2.4,3.5,0.8,2,0.1,86.9,6.3,,19%,,12%,,,31%,0.00084962,21%,,,16%,,,,91.8,,86.5,,,90.8,81.3,74.4,,,80.0,,,3.62,,-1.46,,,9.27,-3.99,-6.21,,,6.55,,,7.18,,3.09,,,3.18,-1.15,-5.74,,,1.09,,,3.07,,-4.78,,,6.24,-0.09,4.91,,,-2.40,,
Trevor Richards,MIN,2024,31,2,2,65.1,0.1,4.55,3.59,4.36,4.96,0.183,1.21,0.216,22%,13%,63%,16%,35%,49%,38%,34%,28%,18%,50%,33%,7%,8.5,4.8,1.8,1,0.7,0.1,88.3,18.8,,46%,,,0%,,,,,,,53%,,,,92.3,,,85.9,,,,,,,79.2,,,-4.81,,,-7.78,,,,,,,-7.80,,,11.57,,,1.19,,,,,,,-0.72,,,0.38,,,0.07,,,,,,,3.44,,
Cionel Pérez,BAL,2024,28,2,0,53.2,0.7,4.53,3.59,3.3,4.59,0.229,1.4,0.296,19%,12%,64%,15%,56%,29%,43%,30%,28%,21%,47%,33%,5%,7.7,4.7,1.6,0,1.9,0,88.3,4.1,,24%,,,,,38%,0.37543453,,,,,,,,96.5,,,,,96.1,83.1,,,,,,,4.09,,,,,8.86,-7.15,,,,,,,8.44,,,,,4.36,-3.65,,,,,,,-1.85,,,,,0.95,2.73,,,,,,
Yennier Cano,BAL,2024,30,4,3,60,0.6,3.15,3.59,3.55,3.08,0.241,1.3,0.314,26%,10%,78%,16%,63%,21%,45%,40%,15%,16%,51%,33%,6%,9.8,3.6,2.7,0.9,3,0.2,89.9,-1.9,,11%,,,,,51%,0.12996032,,,,25%,,,,96.6,,,,,96.0,87.1,,,,91.0,,,-9.23,,,,,-10.47,3.88,,,,-10.35,,,4.64,,,,,-0.74,0.58,,,,1.12,,,1.56,,,,,4.24,-2.05,,,,-0.49,,
Derek Law,WSN,2024,33,7,4,90,1.1,2.6,3.62,3.32,3.54,0.241,1.18,0.292,21%,7%,78%,24%,48%,28%,41%,38%,21%,13%,62%,25%,4%,7.6,2.4,3.2,0.7,1.7,0.1,88.2,9,,14%,,38%,,,10%,0.3004386,4%,,,5%,,,,95.1,,91.5,,,94.7,87.3,77.9,,,88.0,,,-2.54,,0.84,,,-7.54,1.44,0.25,,,-8.99,,,9.77,,5.51,,,7.69,0.89,-4.39,,,4.48,,,-0.11,,1.19,,,-0.17,12.11,-3.36,,,1.99,,
Zach Eflin,BAL,2024,30,10,9,165.1,2.8,3.59,3.62,3.77,3.81,0.253,1.15,0.287,20%,4%,75%,20%,43%,38%,45%,32%,24%,17%,50%,32%,7%,7.3,1.3,5.6,1.2,1.1,0.1,88.1,13.3,,9%,,28%,,,28%,0.09685329,19%,,,6%,,,,92.4,,88.2,,,91.7,79.7,78.8,,,85.6,,,-5.63,,0.14,,,-9.77,6.57,5.69,,,-9.33,,,7.23,,4.93,,,2.88,1.66,-3.54,,,2.05,,,-1.40,,10.62,,,0.00,1.09,-5.85,,,0.32,,
Calvin Faucher,MIA,2024,28,2,3,53.2,1.3,3.19,3.62,2.5,3.76,0.239,1.4,0.345,27%,11%,68%,21%,46%,32%,27%,43%,30%,15%,59%,26%,8%,10.6,4.4,2.4,0,1.4,0,89.6,9,,,,38%,,,33%,0.06889564,22%,,,,,,,,,91.3,,,96.0,88.2,85.6,,,,,,,,2.02,,,-4.48,6.02,4.59,,,,,,,,0.86,,,9.60,-0.15,-6.86,,,,,,,,6.31,,,0.54,0.88,-5.01,,,,,
Michael Grove,LAD,2024,27,4,4,51,0.4,5.12,3.62,3.87,3.77,0.237,1.22,0.299,25%,7%,62%,20%,45%,35%,49%,32%,19%,22%,53%,25%,9%,9.5,2.8,3.4,1.1,1.3,0.1,87.6,10.5,,2%,,16%,,,22%,0.53083434,,7%,,,,,,94.1,,92.9,,,96.0,86.9,,79.9,,,,,-0.64,,2.18,,,-6.29,2.00,,4.82,,,,,10.40,,7.99,,,9.28,0.39,,-7.67,,,,,-0.11,,-4.05,,,-0.44,5.55,,-0.71,,,,
Yu Darvish,SDP,2024,37,7,3,81.2,1.1,3.31,3.64,4.08,3.99,0.212,1.07,0.245,24%,7%,79%,18%,39%,44%,50%,32%,17%,15%,52%,32%,7%,8.6,2.4,3.5,1.3,0.9,0.1,89.4,17.1,,19%,,4%,9%,,17%,0.37063492,9%,5%,,,,,,94.0,,90.6,87.9,,93.6,84.4,73.8,78.7,,,,,-4.87,,-0.58,-4.74,,-9.41,4.53,5.42,4.07,,,,,9.75,,6.68,2.79,,5.68,0.33,-8.81,-6.54,,,,,-0.46,,1.67,0.78,,-0.60,2.79,0.53,1.36,,,,
Max Fried,ATL,2024,30,11,10,174.1,3.4,3.25,3.64,3.33,3.33,0.225,1.16,0.282,23%,8%,72%,18%,59%,23%,43%,31%,25%,15%,59%,26%,5%,8.6,2.9,2.9,0.7,2.5,0.1,86.3,3,,33%,,5%,,,16%,0.1147719,21%,,,14%,,,,93.9,,88.5,,,93.6,82.1,74.6,,,85.7,,,0.38,,-1.21,,,6.38,-5.54,-5.72,,,7.23,,,6.51,,2.13,,,5.13,-3.43,-9.76,,,2.67,,,5.69,,-1.98,,,6.42,1.59,8.06,,,6.39,,
Nestor Cortes,NYY,2024,29,9,10,174.1,3.1,3.77,3.64,3.84,4.16,0.243,1.15,0.287,23%,5%,76%,20%,31%,49%,37%,38%,25%,16%,52%,32%,8%,8.4,2,4.2,1.2,0.6,0.1,89.7,22.4,,44%,,28%,,,1%,0.16783708,,,,10%,,,,92.1,,87.5,,,90.3,78.2,,,,83.6,,,3.03,,-2.17,,,7.56,-7.65,,,,8.00,,,11.17,,4.91,,,8.08,0.83,,,,2.62,,,3.20,,10.55,,,0.55,-6.08,,,,-2.44,,
Ryan Pepiot,TBR,2024,26,8,8,130,1.9,3.6,3.64,3.95,4.05,0.211,1.15,0.262,26%,9%,74%,19%,35%,46%,40%,32%,28%,17%,52%,31%,9%,9.8,3.3,3,1.2,0.8,0.1,89.4,19.1,,51%,,6%,,,,0.17263844,3%,,,23%,,,,94.9,,91.6,,,,89.0,80.6,,,85.8,,,-5.37,,1.23,,,,3.16,8.65,,,-9.06,,,11.38,,8.12,,,,4.88,-5.84,,,1.75,,,11.69,,-1.13,,,,1.91,-0.85,,,-2.36,,
Cody Bradford,TEX,2024,26,6,3,76.1,1.6,3.54,3.64,3.59,3.82,0.218,1.01,0.252,23%,4%,72%,20%,36%,44%,36%,38%,26%,14%,56%,30%,9%,8.3,1.5,5.4,1.2,0.8,0.1,88.8,17.8,,52%,,1%,,,,0.06978723,13%,,,27%,,,,89.8,,86.4,,,,82.7,74.9,,,80.9,,,3.61,,-0.18,,,,-2.58,-3.13,,,7.91,,,10.75,,6.02,,,,2.12,-3.77,,,6.93,,,10.77,,-0.29,,,,-0.65,-3.48,,,2.77,,
Joey Wentz,PIT,2024,26,1,2,67.1,0.1,4.68,3.67,4.19,4.24,0.247,1.47,0.312,24%,11%,72%,22%,41%,37%,42%,32%,25%,16%,53%,31%,7%,9.8,4.4,2.2,1.1,1.1,0.1,88.1,15.5,,37%,,31%,,,,0.00081566,13%,,,19%,,,,93.7,,85.9,,,,80.4,79.3,,,85.7,,,4.86,,-1.22,,,,4.25,-2.71,,,8.24,,,10.35,,2.73,,,,3.92,-4.51,,,6.52,,,-6.21,,3.16,,,,-0.02,3.04,,,-3.40,,
Sonny Gray,STL,2024,34,13,9,166.1,3.8,3.84,3.7,3.12,2.82,0.226,1.09,0.299,30%,6%,68%,22%,42%,35%,42%,36%,22%,15%,51%,34%,9%,11,2.1,5.2,1.1,1.2,0.1,89.6,11.5,,24%,,18%,,,18%,0.20136931,14%,0%,,6%,,,,92.4,,87.7,,,92.7,84.8,80.0,75.4,,88.3,,,0.35,,2.72,,,-6.75,8.62,6.74,2.31,,-6.63,,,6.94,,0.55,,,4.85,-2.90,-8.45,-8.08,,3.14,,,-0.32,,0.86,,,7.24,4.69,2.40,-0.02,,-3.57,,
Pablo López,MIN,2024,28,15,10,185.1,3.2,4.08,3.7,3.65,3.36,0.249,1.19,0.309,26%,5%,72%,21%,43%,36%,44%,32%,24%,13%,57%,30%,8%,9.6,2,4.8,1.3,1.2,0.1,87.9,13.3,,41%,,,,,7%,0.2186452,10%,,,20%,,,,95.0,,,,,94.5,84.5,82.4,,,88.5,,,-3.69,,,,,-8.49,6.49,3.32,,,-10.01,,,8.36,,,,,5.06,-0.11,-5.72,,,4.10,,,20.09,,,,,-6.08,-5.48,-3.83,,,-0.84,,
Seranthony Domínguez,BAL,2024,29,3,4,58.2,-0.1,4.45,3.7,4.68,4.01,0.224,1.24,0.263,27%,8%,74%,17%,36%,48%,40%,35%,25%,21%,51%,28%,12%,10.4,3.2,3.2,1.8,0.8,0.2,86.9,16.3,,40%,,,,,18%,0.40037594,,,,1%,,,,97.7,,,,,98.1,88.4,,,,91.4,,,-3.22,,,,,-8.49,3.67,,,,-8.89,,,8.50,,,,,5.88,3.15,,,,6.35,,,-0.36,,,,,-0.94,0.53,,,,-0.60,,
Shelby Miller,DET,2024,33,6,8,55.2,-0.2,4.53,3.72,4.48,4.36,0.198,0.97,0.215,22%,6%,60%,14%,40%,46%,41%,33%,27%,12%,54%,34%,8%,7.9,2.1,3.8,1.5,0.9,0.1,91.1,16.8,,61%,,0%,19%,,,0.20352941,,,,,,,,93.5,,88.4,86.8,,,88.3,,,,,,,-5.63,,2.63,-8.80,,,1.81,,,,,,,10.34,,2.60,4.12,,,3.80,,,,,,,6.95,,-0.06,-1.92,,,0.35,,,,,,
Seth Lugo,KCR,2024,34,16,9,206.2,4.7,3,3.72,3.25,3.83,0.227,1.09,0.277,22%,6%,75%,19%,44%,37%,39%,40%,21%,16%,54%,30%,8%,7.9,2.1,3.8,0.7,1.2,0.1,88.5,10.7,,24%,,8%,3%,,19%,0.13528278,26%,,,7%,,,,92.2,,90.1,85.7,,92.1,85.2,79.4,,,87.4,,,-4.17,,-0.23,-6.40,,-9.08,3.57,8.61,,,-8.83,,,8.93,,6.75,2.78,,5.01,2.29,-6.84,,,2.81,,,5.22,,7.28,0.06,,3.74,-2.82,11.72,,,0.16,,
Bryce Miller,SEA,2024,25,12,8,180.1,2.8,2.94,3.72,3.58,3.85,0.2,0.98,0.237,24%,6%,78%,18%,38%,44%,40%,35%,25%,14%,54%,32%,10%,8.5,2.2,3.8,1,0.9,0.1,90.3,16.3,,42%,,2%,17%,,17%,0.16842488,,4%,,,,,,95.2,,92.1,84.4,,94.7,84.5,,85.0,,,,,-4.04,,-0.48,-6.14,,-9.59,4.58,,0.44,,,,,10.61,,7.63,0.30,,6.51,-1.14,,-3.55,,,,,17.80,,0.09,7.10,,7.26,-0.97,,-0.49,,,,
Drew Smyly,CHC,2024,35,4,8,58.2,-0.3,3.84,3.75,4.91,4.57,0.249,1.4,0.288,22%,10%,79%,22%,35%,43%,47%,30%,23%,17%,54%,29%,6%,8.6,3.8,2.2,1.5,0.8,0.1,89.2,19.5,,,,3%,,,48%,0.00098328,,49%,,,,,,,,88.6,,,92.6,82.1,,80.0,,,,,,,1.83,,,4.40,8.67,,2.27,,,,,,,7.12,,,10.54,0.75,,-1.54,,,,,,,-0.34,,,-0.86,0.04,,-1.37,,,,
Pierce Johnson,ATL,2024,33,6,6,56.1,0.5,3.67,3.75,3.61,3.65,0.23,1.3,0.309,28%,11%,75%,18%,45%,37%,43%,40%,17%,15%,51%,34%,8%,10.7,4,2.7,1,1.2,0.1,89.4,11.7,,24%,,4%,,,,,72%,,,,,,,95.5,,92.0,,,,,85.4,,,,,,-6.57,,-0.70,,,,,4.92,,,,,,9.30,,5.70,,,,,-2.24,,,,,,0.43,,0.57,,,,,2.05,,,,,
Sean Manaea,NYM,2024,32,12,6,181.2,2.8,3.47,3.75,3.83,4.04,0.201,1.08,0.245,25%,9%,74%,19%,38%,43%,38%,36%,27%,16%,52%,32%,7%,9.1,3.1,2.9,1,0.9,0.1,88.6,16.3,,11%,,7%,,,45%,0.25066756,,,,12%,,,,92.3,,88.4,,,92.3,79.5,,,,85.3,,,7.86,,0.78,,,10.02,-5.22,,,,8.97,,,7.45,,4.30,,,5.45,1.36,,,,2.34,,,3.84,,2.08,,,18.26,2.77,,,,-4.19,,
Aaron Nola,PHI,2024,31,14,8,199.1,3.2,3.57,3.75,3.94,3.44,0.246,1.2,0.294,24%,6%,79%,22%,45%,34%,48%,31%,21%,16%,54%,31%,7%,8.9,2.3,3.9,1.4,1.3,0.2,88.5,12,,28%,,9%,,,20%,,,33%,,10%,,,,92.5,,87.5,,,91.5,,,79.1,,85.7,,,-7.45,,-1.52,,,-10.29,,,7.41,,-9.21,,,8.23,,4.85,,,4.91,,,-5.77,,1.89,,,7.19,,-7.55,,,-2.24,,,9.85,,-5.14,,
Jalen Beeks,PIT,2024,30,7,4,70,0.6,4.5,3.75,4,4.65,0.273,1.49,0.321,18%,9%,66%,18%,45%,37%,38%,35%,26%,19%,53%,28%,5%,7.1,3.5,2,0.8,1.2,0.1,87.2,13.5,,55%,,18%,,,0%,0.00251467,1%,,,25%,0%,,,94.5,,84.9,,,89.3,82.9,74.8,,,88.9,82.90000153,,3.11,,-0.81,,,-7.55,7.21,-4.35,,,8.72,-5.779829025,,8.99,,2.16,,,5.29,1.54,-7.11,,,5.35,0.41,,3.54,,-1.27,,,-0.01,0.02,0.11,,,-3.52,-0.02,
Tyler Ferguson,OAK,2024,30,4,2,51.1,0.7,3.68,3.75,3.28,3.77,0.177,1.09,0.243,30%,12%,67%,19%,37%,43%,43%,33%,24%,19%,50%,31%,8%,10.9,4.2,2.6,0.7,0.9,0.1,88.2,17.3,,39%,,13%,,,22%,0.24542125,,,,2%,,,,95.9,,91.2,,,95.1,84.6,,,,88.6,,,-6.58,,-0.25,,,-10.27,4.70,,,,-9.49,,,8.29,,3.86,,,2.83,1.95,,,,1.74,,,1.35,,-1.90,,,8.06,1.66,,,,0.68,,
Clarke Schmidt,NYY,2024,28,5,5,85.1,1.7,2.85,3.75,3.58,3.92,0.226,1.18,0.296,26%,8%,80%,20%,40%,40%,41%,32%,27%,21%,51%,28%,6%,9.8,3.2,3.1,0.8,1,0.1,89.1,16,,,,35%,,,21%,0.25171939,,18%,,1%,,,,,,92.4,,,94.3,85.2,,83.8,,87.1,,,,,0.87,,,-6.57,6.47,,8.79,,-2.57,,,,,4.93,,,4.29,2.64,,-5.73,,0.58,,,,,2.68,,,-2.28,4.44,,2.35,,-1.17,,
Yusei Kikuchi,HOU,2024,33,9,10,175.2,3.5,4.05,3.75,3.46,3.2,0.242,1.2,0.309,28%,6%,72%,19%,43%,39%,40%,32%,27%,14%,50%,36%,10%,10.6,2.3,4.7,1.3,1.1,0.1,90.1,14.2,,47%,,,,,,0.23535457,18%,,,11%,,,,95.5,,,,,,88.3,82.4,,,86.7,,,5.30,,,,,,-0.75,-2.16,,,7.80,,,9.81,,,,,,2.12,-2.53,,,5.17,,,-1.16,,,,,,9.03,0.11,,,-0.48,,
John King,STL,2024,29,3,3,60,0.3,2.85,3.75,3.73,3.78,0.249,1.2,0.279,15%,6%,76%,15%,62%,23%,38%,33%,29%,15%,55%,29%,6%,5.7,2.1,2.7,0.8,2.6,0.1,88.5,1.2,,2%,,,,,59%,0.1201867,,,,28%,,,,93.7,,,,,93.5,83.5,,,,84.4,,,6.98,,,,,9.14,-0.75,,,,9.29,,,4.27,,,,,2.10,-0.52,,,,2.05,,,0.50,,,,,6.94,-1.99,,,,1.54,,
Brandon Pfaadt,ARI,2024,25,11,10,181.2,3.1,4.71,3.75,3.61,3.58,0.256,1.24,0.315,24%,6%,64%,20%,41%,39%,43%,32%,25%,13%,56%,31%,8%,9.2,2.1,4.4,1.2,1.1,0.1,89.4,14.1,,33%,,,1%,,22%,0.27318296,5%,,,11%,,,,93.8,,,89.6,,93.7,84.8,80.8,,,87.5,,,-3.75,,,-2.95,,-9.21,5.66,6.82,,,-9.37,,,8.54,,,4.86,,4.11,3.85,-4.58,,,2.34,,,3.46,,,0.07,,-0.57,-0.95,-2.02,,,2.63,,
